"Teil,""Anzahl"""
"15,""9.0"""
"1510.61,""21060.0"""
"1530h.28,""3100.0"""
"1530m.28,""250.0"""
"1555.60,""23320.0"""
"1555.65,""4150.0"""
"1555.68,""1977.0"""
"1556.60,""22100.0"""
"1556.65,""2645.0"""
"1556.68,""4472.0"""
"1557.60,""420.0"""
"1557.68,""999.0"""
"1562a.60,""850.0"""
"1562c.60,""8277.0"""
"1562k.68,""2224.0"""
"1562l.60,""5650.0"""
"1591.60,""1940.0"""
"16,""1.0"""
"1604.70,""4360.0"""
"1609.95,""47844.0"""
"1616.95,""1088.0"""
"17,""9.0"""
"18,""3.0"""
"1802.60,""301645.0"""
"1806.60,""182755.0"""
"1807.61,""500.0"""
"1922.61,""23972.0"""
"1924.60,""22000.0"""
"1944.68,""13.0"""
"1945.61,""1000.0"""
"2,""5.0"""
"20,""10.0"""
"2000.60,""11220.0"""
"2000.61,""260.0"""
"2002.60,""202065.0"""
"2002.61,""4961.0"""
"2002.68,""38526.0"""
"2003.60,""218591.0"""
"2003.61,""24485.0"""
"2003.68,""88176.0"""
"200390.68,""41410.0"""
"2004.60,""8918.0"""
"2004.62,""5460.0"""
"2005.60,""28988.0"""
"2006.60,""268300.0"""
"2006.61,""74381.0"""
"2006.65,""2400.0"""
"2006.68,""20684.0"""
"200603.60,""1070.0"""
"200603.68,""10510.0"""
"20060345.61,""3720.0"""
"200645.60,""113100.0"""
"200645.61,""1800.0"""
"200645.68,""31081.0"""
"200690.60,""5930.0"""
"200690.68,""20935.0"""
"2007.60,""31337.0"""
"2007.61,""2327.0"""
"2007.65,""7000.0"""
"2007.68,""56450.0"""
"200745.61,""1970.0"""
"200745.68,""24950.0"""
"200790.60,""5380.0"""
"200790.68,""2910.0"""
"2008.68,""15241.0"""
"2009.60,""17140.0"""
"2009.61,""1990.0"""
"2009.68,""6100.0"""
"201,""82.0"""
"201.5,""8.0"""
"201.6,""4.0"""
"2010.60,""3895.0"""
"2010.61,""4000.0"""
"2014.60,""13330.0"""
"2014.685,""9800.0"""
"201745.68,""3040.0"""
"201990.28,""1057.0"""
"2021.60,""1190.0"""
"2021.65,""3760.0"""
"2021.68,""1840.0"""
"2022.61,""440.0"""
"2022.68,""2785.0"""
"2025.60,""50000.0"""
"2027.61,""4303.0"""
"2027.68,""6500.0"""
"203,""191.0"""
"2032.65,""1545.0"""
"203445.60,""7980.0"""
"203490.60,""4245.0"""
"203490.68,""4990.0"""
"2035.60,""72930.0"""
"2035.61,""50.0"""
"2035.68,""38.0"""
"2036.60,""154350.0"""
"2036.61,""62640.0"""
"2036.62,""2817.0"""
"2036.68,""18581.0"""
"203630.60,""1290.0"""
"203645.60,""1624.0"""
"203690.615,""1250.0"""
"2037.60,""34752.0"""
"2037.61,""2480.0"""
"2037.68,""2971.0"""
"2038.60,""3001.0"""
"2038.61,""990.0"""
"2038.68,""8950.0"""
"204,""2020.0"""
"204.10,""50.0"""
"204.5,""23.0"""
"204.6,""37.0"""
"204.8,""21.0"""
"204030.60,""21000.0"""
"204030.61,""453.0"""
"204030.68,""7690.0"""
"204145.68,""5000.0"""
"2048.68,""14831.0"""
"205,""848.0"""
"205103.60,""11744.0"""
"2053.60,""50939.0"""
"2053.68,""45880.0"""
"2054.60,""51700.0"""
"2054.61,""10290.0"""
"2054.68,""4000.0"""
"2055.60,""81980.0"""
"2055.68,""6697.0"""
"2056.60,""5440.0"""
"205602.20,""32500.0"""
"2056a.68,""957.0"""
"2057.68,""15160.0"""
"2058.68,""3916.0"""
"2059.60,""19967.0"""
"206,""70.0"""
"206.1,""18.0"""
"206.5,""6.0"""
"206.6,""6.0"""
"2060.60,""9989.0"""
"2060.68,""806.0"""
"2061.60,""110000.0"""
"2062.60,""24100.0"""
"2062.61,""675.0"""
"2062.68,""5465.0"""
"2064.60,""26644.0"""
"2064.61,""19600.0"""
"2064.68,""10440.0"""
"2065.60,""580.0"""
"2065.61,""20000.0"""
"2065.68,""2043.0"""
"2067.60,""22789.0"""
"2067.61,""1443.0"""
"2067.62,""230.0"""
"2067.68,""41807.0"""
"2068.60,""14290.0"""
"2068.68,""713.0"""
"2069.60,""21921.0"""
"2069.61,""17365.0"""
"2069.68,""3970.0"""
"207,""141.0"""
"2079.60,""101000.0"""
"208,""80.0"""
"208.1,""3.0"""
"208.2,""4.0"""
"208.3,""7.0"""
"2080.60,""5.0"""
"2082.68,""549.0"""
"2083.68,""690.0"""
"2088.60,""62450.0"""
"2088.68,""1960.0"""
"21,""6.0"""
"210.6,""1210.0"""
"210.8,""569.0"""
"2101.61,""7000.0"""
"2103a.61,""5998.0"""
"2103a.68,""1229.0"""
"211.20,""465.0"""
"211.28,""31.0"""
"211.33,""58.0"""
"211.40,""100.0"""
"212,""1.0"""
"2124.61,""1163.0"""
"2124.68,""8000.0"""
"2125.61,""3450.0"""
"2127.60,""13827.0"""
"213,""898.0"""
"2132.60,""20450.0"""
"2137.60,""29000.0"""
"215,""68.0"""
"216.1,""6.0"""
"216.18,""17.0"""
"216.25,""20.0"""
"216.30,""37.0"""
"216.37,""27.0"""
"2160.60,""15580.0"""
"2164.60,""5.0"""
"2164.61,""890.0"""
"217,""28.0"""
"217203.60,""23000.0"""
"218,""1023.0"""
"219,""212.0"""
"22,""46.0"""
"220.0,""3.0"""
"220.1,""54.0"""
"220.2,""109.0"""
"220.2spez,""1.0"""
"220.3,""60.0"""
"220.4,""16.0"""
"220.5,""78.0"""
"220.6,""59.0"""
"220.7,""6.0"""
"2205.60,""18722.0"""
"2205.61,""1974.0"""
"2206.61,""61000.0"""
"221101,""12.0"""
"2212.61,""7098.0"""
"22120125,""9.0"""
"22120150,""15.0"""
"22126525,""13.0"""
"22126550,""18.0"""
"222065,""40.0"""
"222090,""7.0"""
"2222009,""39.0"""
"222201,""50.0"""
"222265,""49.0"""
"2224.61,""1000.0"""
"2224.68,""26.0"""
"223101,""842.0"""
"223165,""1.0"""
"2232.60,""30000.0"""
"223201,""49.0"""
"224.6,""10.0"""
"224.8,""81.0"""
"224045.62,""1705.0"""
"224090.60,""3800.0"""
"224290.68,""630.0"""
"225,""17.0"""
"225.2,""934.0"""
"225.4,""47.0"""
"225.6,""135.0"""
"2252.603,""4000.0"""
"227,""247.0"""
"23,""41.0"""
"24,""16.0"""
"25,""6.0"""
"2500.61,""9700.0"""
"2501.60,""23000.0"""
"2504.60,""66940.0"""
"2504.61,""19190.0"""
"2504.68,""2607.0"""
"250445.60,""10585.0"""
"250445.68,""5209.0"""
"2505.60,""7690.0"""
"2505.61,""3938.0"""
"250730.68,""4000.0"""
"2518.68,""470.0"""
"252190.60,""3330.0"""
"252190.65,""1031.0"""
"2552.60,""10040.0"""
"2552.61,""3750.0"""
"2554.60,""4230.0"""
"2560.61,""2000.0"""
"2560.68,""3980.0"""
"256245.615,""500.0"""
"2574.60,""14140.0"""
"2574.68,""590.0"""
"26,""16.0"""
"2600.60,""12000.0"""
"2602.60,""9000.0"""
"2607.685,""12500.0"""
"2612.61,""19000.0"""
"261890.61,""1500.0"""
"2620.61,""5500.0"""
"2623.60,""8957.0"""
"2625.60,""14000.0"""
"2625.68,""70.0"""
"2627.68,""98990.0"""
"2631.68,""31340.0"""
"27,""14.0"""
"283245.60,""32600.0"""
"283290.68,""14350.0"""
"29,""12.0"""
"3,""3540.0"""
"3001a.60,""22150.0"""
"3001a.61,""6000.0"""
"3003a.60,""18385.0"""
"3003a.61,""1039.0"""
"3003a.68,""2243.0"""
"3005a.60,""20220.0"""
"3005a.61,""84.0"""
"3005a.68,""29588.0"""
"3008a.68,""2040.0"""
"3009a.68,""2010.0"""
"3011a.67,""18500.0"""
"3021a.60,""4635.0"""
"3021a.61,""3000.0"""
"3021a.68,""6700.0"""
"3023a.60,""26785.0"""
"3023a.68,""9815.0"""
"3025a.68,""104.0"""
"3025c.60,""119000.0"""
"31,""10.0"""
"32,""1.0"""
"3208a.60,""32990.0"""
"3210a.60-28,""20490.0"""
"3212a.60,""27970.0"""
"3212a.68,""1700.0"""
"3213a.60,""116570.0"""
"3213a.68,""184824.0"""
"3215b.68,""7000.0"""
"3216a.68,""545.0"""
"3218a.60,""4490.0"""
"3218a.68,""6000.0"""
"3219a.60,""5520.0"""
"3226a.68,""2960.0"""
"3260h.61,""5900.0"""
"3263h.65,""860.0"""
"33,""26.0"""
"3310a.60,""14390.0"""
"3310a.68,""9884.0"""
"33161a.67,""21000.0"""
"3316a.60,""157525.0"""
"3316a.65,""2446.0"""
"3316a.67,""1476.0"""
"33201a.67,""36000.0"""
"3320a.60,""50215.0"""
"3320a.67,""1500.0"""
"33301a.67,""180000.0"""
"33303a.67,""3000.0"""
"3330a.60,""2000.0"""
"3330a.67,""24788.0"""
"33341a.67,""12000.0"""
"33342.68,""20000.0"""
"3334a.60,""27950.0"""
"3334a.67,""4550.0"""
"3340a.60,""21770.0"""
"3340a.67,""43740.0"""
"3342a.67,""10782.0"""
"3344a.67,""546.0"""
"3356a,""950.0"""
"3392a,""5834.0"""
"3397ab,""11000.0"""
"3399,""300.0"""
"34,""5.0"""
"3400a,""3938.0"""
"3402a,""1832.0"""
"3402b,""4177.0"""
"3403a,""5250.0"""
"3403b,""2000.0"""
"3405a,""6561.0"""
"3405an,""498.0"""
"3408a,""2000.0"""
"3409a,""6708.0"""
"3410a,""1201.0"""
"3410w,""100.0"""
"3412a,""295.0"""
"3414w,""2000.0"""
"3415a,""3810.0"""
"3415s,""4463.0"""
"3416a,""2689.0"""
"3416w,""860.0"""
"3417a,""1733.0"""
"3417w,""10700.0"""
"3418a,""1149.0"""
"3419a,""3465.0"""
"3420s,""3897.0"""
"3420w,""605.0"""
"3421an,""894.0"""
"3421w,""47.0"""
"3422an,""1899.0"""
"3422w,""35.0"""
"3423a,""632.0"""
"3423w,""670.0"""
"3425s,""116.0"""
"3426a,""9623.0"""
"3427an,""2295.0"""
"3428w,""8.0"""
"3431s,""279.0"""
"3431w,""145.0"""
"3432an,""147.0"""
"3432w,""197.0"""
"3433an,""50.0"""
"3433w,""174.0"""
"3434an,""50.0"""
"3436s,""7.0"""
"3437w,""25.0"""
"3438w,""50.0"""
"3440a,""5150.0"""
"3441a,""3450.0"""
"3444a,""838.0"""
"3445a,""3841.0"""
"3445s,""50.0"""
"3445w,""12.0"""
"3446an,""350.0"""
"3447a,""1186.0"""
"3448a,""1369.0"""
"3449a,""352.0"""
"3457a,""2868.0"""
"3457s,""200.0"""
"3458an,""149.0"""
"3459an,""69.0"""
"3459w,""40.0"""
"3460a,""599.0"""
"3461w,""58.0"""
"3463sn,""10.0"""
"3463w,""85.0"""
"3464s,""3945.0"""
"3465a,""753.0"""
"3468a,""920.0"""
"3470a,""461.0"""
"3470s,""231.0"""
"3470w,""210.0"""
"3471a,""386.0"""
"3480a,""488.0"""
"3481a,""258.0"""
"3481w,""210.0"""
"3483a,""585.0"""
"3484a,""81.0"""
"3486a,""1028.0"""
"3486s,""29.0"""
"3488a,""875.0"""
"3490a,""18739.0"""
"3491a,""106973.0"""
"3492a,""30268.0"""
"3492a.41,""4630.0"""
"3492c,""999.0"""
"3493a,""46000.0"""
"3494a,""18500.0"""
"3494a.45,""250.0"""
"3496a,""1084.0"""
"35,""9.0"""
"3500a,""4500.0"""
"3501a,""11063.0"""
"3502a,""279200.0"""
"3502a.49,""18.0"""
"3502c,""1000.0"""
"3503a,""70740.0"""
"3503c,""2000.0"""
"3504a,""784150.0"""
"3504c,""6310.0"""
"3505a,""6000.0"""
"3506a,""36401.0"""
"3507a,""7400.0"""
"3507c,""17862.0"""
"3508a,""237190.0"""
"3508c,""2052.0"""
"3509a,""110000.0"""
"3509a3,""5227.0"""
"3509a4,""2424.0"""
"3510a,""31637.0"""
"3510ab,""36.0"""
"3510c,""3009.0"""
"3512a,""24614.0"""
"3513a,""15544.0"""
"3514a,""87264.0"""
"3514c,""326.0"""
"3515a,""461884.0"""
"3515c,""10601.0"""
"3516a,""2200.0"""
"3517a,""6745.0"""
"3517c,""11935.0"""
"3518a,""79576.0"""
"3518c,""3943.0"""
"3519a,""108895.0"""
"3519ab,""3.0"""
"3519c,""5020.0"""
"3520a,""76450.0"""
"3520a3,""7820.0"""
"3520a4,""2079.0"""
"3521a,""53510.0"""
"3521c,""2500.0"""
"3522a,""9597.0"""
"3523a,""57180.0"""
"3523a.42,""1000.0"""
"3523c,""50.0"""
"3525a,""7339.0"""
"3527a,""3995.0"""
"3528a,""7727.0"""
"3529a,""250.0"""
"3530a,""53400.0"""
"3530a.45,""15.0"""
"3530c,""3000.0"""
"3532a,""61230.0"""
"3532a3,""2715.0"""
"3532a4,""4308.0"""
"3532c,""2400.0"""
"3534a,""44825.0"""
"3534c,""2750.0"""
"3538a,""3050.0"""
"3538c,""600.0"""
"3540a,""1500.0"""
"3542a,""5292.0"""
"3544a,""44105.0"""
"3547a,""7468.0"""
"3547c,""410.0"""
"3549a,""1486.0"""
"3549c,""4326.0"""
"3551a,""1450.0"""
"3553a,""2009.0"""
"3555a,""3270.0"""
"3559a,""7125.0"""
"3560a,""2670.0"""
"3562a,""61045.0"""
"3562c,""1250.0"""
"3564a,""8138.0"""
"3564c,""506.0"""
"3566a,""750.0"""
"3568a,""2000.0"""
"3571a,""3561.0"""
"3573a,""3650.0"""
"3575a,""6271.0"""
"3577a,""1200.0"""
"3579a,""795.0"""
"3580a,""2870.0"""
"3582a,""1648.0"""
"3584a,""3150.0"""
"3586a,""1435.0"""
"35881a,""1021.0"""
"3588a,""900.0"""
"3589a,""7072.0"""
"3590a,""4550.0"""
"3592a,""5450.0"""
"3593a,""2247.0"""
"359400a,""25.0"""
"359401a,""227.0"""
"359402a,""25.0"""
"359403a,""700.0"""
"359404a,""100.0"""
"359404b,""4370.0"""
"359406a,""125.0"""
"359407a,""22.0"""
"359408a,""130.0"""
"359409a,""360.0"""
"359411a,""99.0"""
"359413a,""59.0"""
"3595a,""10376.0"""
"35961a,""9985.0"""
"3596a,""25559.0"""
"3596c,""18950.0"""
"3597a,""6040.0"""
"3598a,""105495.0"""
"36,""2.0"""
"3600a,""3965.0"""
"3602a,""5184.0"""
"3603a,""2800.0"""
"3604a,""20345.0"""
"3604c,""42122.0"""
"3605a,""52250.0"""
"3605c,""23450.0"""
"3605cb,""67.0"""
"3606a,""14097.0"""
"3606c,""18952.0"""
"3607a,""26876.0"""
"3608a,""250.0"""
"3608ah,""2500.0"""
"3608c,""2538.0"""
"3608ch,""250.0"""
"3609a,""209489.0"""
"3609c,""36465.0"""
"3610a,""11300.0"""
"3610a3,""1101.0"""
"3610a4,""2482.0"""
"36112a,""12000.0"""
"3611a,""57729.0"""
"3611c,""4950.0"""
"3612a,""11795.0"""
"3612c,""22544.0"""
"3613a,""11500.0"""
"3613ab,""222.0"""
"3614a,""17250.0"""
"3614ah,""2240.0"""
"3614c,""6087.0"""
"3614ch,""740.0"""
"3615a,""28450.0"""
"3616a,""18500.0"""
"3616ah,""1750.0"""
"3616c,""120245.0"""
"3616ch,""2250.0"""
"3617a,""6950.0"""
"3617c,""3312.0"""
"3618a,""7530.0"""
"3619a,""10350.0"""
"3619c,""22350.0"""
"3621a,""48800.0"""
"3622a,""2276.0"""
"36232c,""1400.0"""
"36232cc,""100000.0"""
"3623a,""78150.0"""
"3623c,""6250.0"""
"3624a,""4556.0"""
"3625a,""13550.0"""
"3625c,""20899.0"""
"3626c,""5700.0"""
"36282c,""7500.0"""
"3628a,""22546.0"""
"3628c,""22000.0"""
"3629c,""9250.0"""
"3629ch,""1030.0"""
"36302ac,""5000.0"""
"3630a,""152300.0"""
"3630c,""5271.0"""
"3631a,""18320.0"""
"3631a3,""169.0"""
"3631a4,""1306.0"""
"36322ac,""10000.0"""
"3632a,""89765.0"""
"3632c,""36486.0"""
"3633a,""192400.0"""
"3633c,""8690.0"""
"3635a,""79500.0"""
"3635ah,""774.0"""
"3635c,""18863.0"""
"3635ch,""960.0"""
"3636a,""10871.0"""
"3637a,""25150.0"""
"3637ah,""500.0"""
"3637c,""36552.0"""
"3639a,""14600.0"""
"3639ah,""444.0"""
"3639c,""2347.0"""
"36402a,""50900.0"""
"3640a,""78240.0"""
"3640c,""15215.0"""
"36412a,""14900.0"""
"3641a,""20500.0"""
"3642a,""4080.0"""
"3643a,""2190.0"""
"3645a,""3062.0"""
"3645ah,""2000.0"""
"3647a,""1661.0"""
"3647ah,""657.0"""
"3649a,""921.0"""
"3650a,""7478.0"""
"3652a,""21250.0"""
"3652ah,""5750.0"""
"3652c,""10139.0"""
"3652ch,""500.0"""
"3653a,""41590.0"""
"3653c,""10050.0"""
"36552a,""20900.0"""
"3655a,""26480.0"""
"3655a4,""2020.0"""
"3655c,""33370.0"""
"3656a,""130980.0"""
"3656ah,""18250.0"""
"3656c,""3722.0"""
"3660a,""42541.0"""
"3660ah,""1017.0"""
"3660c,""10.0"""
"3660ch,""1000.0"""
"36612ab,""4000.0"""
"36612ac,""10000.0"""
"3661a,""22450.0"""
"3661c,""13484.0"""
"3664a,""15800.0"""
"3664ah,""710.0"""
"3664c,""3950.0"""
"3665a,""24120.0"""
"3665c,""2037.0"""
"3666a,""6058.0"""
"3667a,""3195.0"""
"3668a,""953.0"""
"3668ah,""510.0"""
"3669a,""5090.0"""
"3670a,""1950.0"""
"3671a,""7451.0"""
"3672a,""4405.0"""
"3673a,""2144.0"""
"3674a,""850.0"""
"3676a,""1897.0"""
"3677a,""1780.0"""
"3678a,""3750.0"""
"3679a,""3993.0"""
"3680a,""502.0"""
"3682a,""7755.0"""
"3683a,""1335.0"""
"3684a,""550.0"""
"3685a,""1020.0"""
"3686a,""200.0"""
"3690a,""1205.0"""
"3691a,""482.0"""
"3692a,""498.0"""
"3699,""21000.0"""
"37,""13.0"""
"3700,""31693.0"""
"3700k,""18453.0"""
"3701,""95488.0"""
"3701.49,""50.0"""
"3701k,""15000.0"""
"3702,""11000.0"""
"3703,""10700.0"""
"3704,""7947.0"""
"3705,""3038.0"""
"3706,""19712.0"""
"3708,""3030.0"""
"3710,""155.0"""
"3711,""150.0"""
"3714,""1260.0"""
"3715,""7309.0"""
"3715p,""2976.0"""
"3716,""7973.0"""
"3716p,""13080.0"""
"3717,""9965.0"""
"3717p,""2900.0"""
"3719,""5064.0"""
"3720,""70163.0"""
"3720.45,""492.0"""
"372021,""6080.0"""
"3721,""22500.0"""
"372124,""5890.0"""
"3722,""4546.0"""
"3723,""23433.0"""
"3724,""2251.0"""
"3725,""1975.0"""
"3726,""825.0"""
"3727,""4400.0"""
"3728,""253.0"""
"3729,""168.0"""
"3730,""410.0"""
"3732,""351.0"""
"3733,""391.0"""
"3734,""45130.0"""
"3734h,""6478.0"""
"3735,""63595.0"""
"3735h,""23479.0"""
"3735p,""28310.0"""
"3735pb,""25.0"""
"3735w,""3750.0"""
"3736,""7910.0"""
"3736h,""5091.0"""
"3736p,""76790.0"""
"3737,""30464.0"""
"3737h,""9328.0"""
"3737p,""49887.0"""
"3739,""5130.0"""
"3740,""23194.0"""
"3740l,""6905.0"""
"3741,""9450.0"""
"3741l,""3539.0"""
"3742,""18500.0"""
"3743,""6960.0"""
"3743k,""7000.0"""
"3744,""7399.0"""
"37441,""2095.0"""
"37443,""300.0"""
"3745,""7905.0"""
"3745b,""8426.0"""
"3745l,""1598.0"""
"3746,""36631.0"""
"3747,""2093.0"""
"3747b,""3710.0"""
"3747l,""15960.0"""
"3747lw,""3500.0"""
"3748,""9984.0"""
"3749,""3011.0"""
"37492,""16790.0"""
"3751.68,""19925.0"""
"37510.60,""225000.0"""
"37514.60,""887090.0"""
"37516.67,""219990.0"""
"3755.60,""15910.0"""
"37569.67,""540000.0"""
"37572.60,""224700.0"""
"37574.60,""218900.0"""
"37575.60,""19000.0"""
"3758.68,""63166.0"""
"37591.60,""177665.0"""
"37593.60,""2499900.0"""
"37594.60,""2559900.0"""
"37601.67,""36000.0"""
"3760a.60,""3058.0"""
"3760a.61,""460.0"""
"3760a.67,""29171.0"""
"3760b.60,""13560.0"""
"3760b.61,""1410.0"""
"3760b.65,""26900.0"""
"3760b.67,""27814.0"""
"3761.60,""62609.0"""
"3761.61,""17790.0"""
"3761.68,""3830.0"""
"3761a.67,""1630.0"""
"37620.60,""71875.0"""
"3762a.60,""266540.0"""
"3762a.61,""2947.0"""
"3762a.62,""9970.0"""
"3762a.65,""3200.0"""
"3762a.67,""14219.0"""
"3762b.60,""14880.0"""
"3762b.61,""2280.0"""
"3762b.67,""27450.0"""
"3762c.60,""9980.0"""
"3762c.67,""3180.0"""
"3762e.60,""52100.0"""
"3762f.60,""15590.0"""
"3762g.68,""28287.0"""
"37637.60,""79010.0"""
"37638.67,""77150.0"""
"3763a.67,""2750.0"""
"3764.60,""103000.0"""
"3764.61,""1500.0"""
"3764.6202,""3995.0"""
"3764.65,""10395.0"""
"3764.67,""24644.0"""
"37640a.67,""30000.0"""
"3764w.60,""201875.0"""
"3764w.67,""10055.0"""
"3765.60,""22060.0"""
"3765.6202,""442.0"""
"3765.67,""49226.0"""
"3765w.60,""100790.0"""
"3765w.62,""3678.0"""
"3765w.67,""25546.0"""
"3766.60,""3700.0"""
"3766.61,""446.0"""
"3766.67,""20317.0"""
"3766d.67,""11000.0"""
"3766w.60,""52676.0"""
"3766w.67,""98183.0"""
"3767.20,""11800.0"""
"3767.27,""7060.0"""
"3767.60,""26370.0"""
"3767.61,""2000.0"""
"3767.65,""10950.0"""
"3767.67,""55879.0"""
"37670.67,""14980.0"""
"3767w.20,""51048.0"""
"3767w.27,""1750.0"""
"3767w.90,""62870.0"""
"3768w.27,""8202.0"""
"37690v.67,""30000.0"""
"3770.67,""44790.0"""
"37701.60,""14995.0"""
"37701.67,""18142.0"""
"3770b05.27,""6500.0"""
"3770d.60,""22072.0"""
"3770k.67,""12687.0"""
"3770r.67,""88964.0"""
"377105.60,""291490.0"""
"3772.60,""2045.0"""
"3772.61,""17495.0"""
"3772.65,""1990.0"""
"3773a05.60,""50500.0"""
"3773a05.6205,""2130.0"""
"3773a05.68,""25817.0"""
"3773a08.60,""401000.0"""
"3773a08.61,""5000.0"""
"3773a08.68,""112880.0"""
"3773b05.68,""288528.0"""
"3773b08.60,""117600.0"""
"3773b08.68,""3720.0"""
"3773c05.28,""2170.0"""
"3774.67,""4673.0"""
"3774g.68,""58142.0"""
"3775a05.20,""105400.0"""
"3775a05.28,""24180.0"""
"3775a05.60,""1044800.0"""
"3775a05.61,""8850.0"""
"3775a05.68,""642434.0"""
"3775a08.28,""1395.0"""
"3775a08.60,""539150.0"""
"3775a08.62,""6250.0"""
"3775a08.64,""41477.0"""
"3775a08.68,""522712.0"""
"3775b05.60,""379000.0"""
"3775b08.60,""104260.0"""
"3775b08.62,""2500.0"""
"3775c08.68,""4379.0"""
"3775d05.60,""40271.0"""
"3775d05.68,""5170.0"""
"3775e05.62,""2808.0"""
"3775k.68,""4120.0"""
"3775l08.20,""191250.0"""
"3775l08.28,""94715.0"""
"3775w05.68,""1498.0"""
"3776.60,""170000.0"""
"3776.67,""75657.0"""
"3776b.68,""1980.0"""
"3777.60,""28900.0"""
"3777.67,""11787.0"""
"377705.67,""6995.0"""
"3777k.60,""3170.0"""
"3777s.60,""6000.0"""
"3778.68,""7142.0"""
"3778.95,""866.0"""
"3778u05.60,""515.0"""
"3778u05.67,""5026.0"""
"3778u4508.67,""20500.0"""
"3778u9005.60,""18000.0"""
"3778u9008.67,""23000.0"""
"3779b.21,""23995.0"""
"3779b.28,""104771.0"""
"3779c.28,""76005.0"""
"3779h.28,""5225.0"""
"3779k.20,""39960.0"""
"3779k.28,""2669.0"""
"3779r.24,""4450.0"""
"3779r.28,""7670.0"""
"3779s.60,""5545.0"""
"3779s.68,""10896.0"""
"3779t.68,""253690.0"""
"3779wr.28,""4730.0"""
"378005.60,""324000.0"""
"378005.68,""78090.0"""
"378008.28,""3690.0"""
"378008.60,""65670.0"""
"378008.64,""21820.0"""
"378008.68,""260335.0"""
"3780a05.60,""24070.0"""
"3780a05.68,""63912.0"""
"3780a08.28,""59290.0"""
"3780a08.60,""74950.0"""
"3780a08.61,""50310.0"""
"3780a08.68,""71580.0"""
"3780b08.68,""16560.0"""
"3780e05.68,""2113.0"""
"3780e08.68,""7140.0"""
"3780l.60,""14620.0"""
"3780l.68,""65977.0"""
"3780s08.28,""1007.0"""
"378105.60,""30588.0"""
"378105.61,""830.0"""
"378105.66,""2160.0"""
"378105.67,""38015.0"""
"378108.67,""27440.0"""
"3782a.68,""2269.0"""
"3783e.60,""106300.0"""
"3783g.25,""33000.0"""
"3784c08.24,""5450.0"""
"3784k08.60,""103390.0"""
"3784k08.68,""139786.0"""
"378508.60,""252100.0"""
"378508.68,""296097.0"""
"3785a05.60,""361600.0"""
"3785a05.68,""192391.0"""
"3785a08.60,""1001520.0"""
"3785a08.62,""12400.0"""
"3785a08.64,""94070.0"""
"3785a08.68,""246935.0"""
"3785ar06.60,""100000.0"""
"3785c08.60,""503600.0"""
"3785c08.68,""412420.0"""
"3785d.68,""2477.0"""
"3785e.68,""5964.0"""
"3785e05.68,""17500.0"""
"3785f02.60,""1724.0"""
"3785f02.68,""1246.0"""
"3785f04.68,""2150.0"""
"3785f05.68,""199581.0"""
"3785f08.65,""405.0"""
"3785f08.68,""135867.0"""
"3785h.68,""3825.0"""
"3785j08.60,""2768.0"""
"3785k05.60,""31500.0"""
"3785k05.68,""46807.0"""
"3785n08.60,""505300.0"""
"3785n08.68,""78625.0"""
"3785p.68,""2000.0"""
"3785q08.68,""38800.0"""
"3785r.68,""513.0"""
"3785s.68,""1552.0"""
"3785t05.60,""25600.0"""
"3785t05.68,""1485.0"""
"3785v08.60,""126920.0"""
"3785w08.60,""220700.0"""
"3785w08.68,""80190.0"""
"3785x08.60,""15165.0"""
"3785y05.68,""1851.0"""
"3785y08.68,""500.0"""
"3786.60,""1206.0"""
"3786.67,""4720.0"""
"3786b.20,""6000.0"""
"3786j.67,""13850.0"""
"3786u.60,""2840.0"""
"3786u.61,""753.0"""
"3786u.68,""6880.0"""
"3786v.68,""930.0"""
"378705.60,""41790.0"""
"378705.61,""14980.0"""
"378705.68,""25955.0"""
"378708.20,""76611.0"""
"378708.28,""466.0"""
"378708.60,""4930.0"""
"378708.61,""33.0"""
"378708.68,""29880.0"""
"3787a.68,""200540.0"""
"3787b08.68,""5425.0"""
"378905.60,""215400.0"""
"378905.61,""22078.0"""
"378905.68,""5240.0"""
"378908.20,""44400.0"""
"378908.28,""4400.0"""
"378908.60,""293780.0"""
"378908.61,""5856.0"""
"378908.62,""8014.0"""
"378908.68,""172863.0"""
"3789a08.60,""41090.0"""
"3789a08.68,""13277.0"""
"3789b05.68,""346.0"""
"3789c05.60,""47500.0"""
"3789c05.61,""9000.0"""
"3789c08.60,""204200.0"""
"3789c08.61,""955.0"""
"3789c08.68,""223540.0"""
"3789d08.60,""1174600.0"""
"3789d08.68,""108708.0"""
"3789f08.60,""106200.0"""
"3789f08.68,""4000.0"""
"3789l08.68,""18241.0"""
"3790b.62,""1680.0"""
"3790b.65,""27000.0"""
"3790b.68,""55590.0"""
"3790c.60,""6489.0"""
"3790d.95,""77639.0"""
"3790f.21,""240.0"""
"3790h.68,""2371.0"""
"3791h.60,""2937.0"""
"3791m.60,""2625.0"""
"3793.68,""11160.0"""
"379408.67,""7475.0"""
"379905.60,""72805.0"""
"379908.60,""20425.0"""
"379908.67,""3840.0"""
"3799080.67,""12000.0"""
"3799a08.27,""11815.0"""
"38,""8.0"""
"3800.60,""49210.0"""
"3800.67,""27920.0"""
"38000.60,""110000.0"""
"3800h05.60,""14780.0"""
"3801.60,""55740.0"""
"3801.61,""9020.0"""
"3801.6202,""34.0"""
"3801.67,""38253.0"""
"38010.67,""70000.0"""
"38010d.67,""9900.0"""
